orderNumber,postingId,moment,isReturned,returnReason
0132709000-0087,xxxxx3368352000,2026-03-05 20:35:29,1,Отказ клиента при передаче
83712863-0143,xxxxx2520471000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2525642000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2520472000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2520520000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2512542000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2520477000,2026-03-05 20:24:56,0,
83712863-0143,xxxxx2512579000,2026-03-05 20:24:56,1,Отказ клиента: поврежден товар
83712863-0143,xxxxx2520452000,2026-03-05 20:24:56,0,
36632695-0210,xxxxx1817479000,2026-03-05 19:56:57,0,
36632695-0213,xxxxx2246549000,2026-03-05 19:56:57,0,
36632695-0209,xxxxx5900185000,2026-03-05 19:56:57,0,
36632695-0214,xxxxx0726167000,2026-03-05 19:56:57,1,Нет части товаров из комплекта/набора
51727604-0410,xxxxx6865972000,2026-03-05 19:43:30,1,Изменил решение о покупке/Товар не подошёл
51727604-0410,xxxxx6865430000,2026-03-05 19:43:30,1,Изменил решение о покупке/Товар не подошёл
51727604-0409,xxxxx3774718000,2026-03-05 19:43:30,0,
51727604-0410,xxxxx6865971000,2026-03-05 19:43:30,0,
51727604-0408,xxxxx9239877000,2026-03-05 19:43:30,0,
46631815-0939,xxxxx5050540000,2026-03-05 19:38:50,0,
0114791457-0007,xxxxx4876012000,2026-03-05 19:33:13,0,
63940773-0073,xxxxx7648345000,2026-03-05 19:30:48,0,
65379078-0068,xxxxx8846754000,2026-03-05 19:21:28,0,
65379078-0067,xxxxx4801585000,2026-03-05 19:21:28,0,
15688129-0333,xxxxx0561028000,2026-03-05 19:19:44,0,
15688129-0328,xxxxx0110124000,2026-03-05 19:19:44,0,
15688129-0339,xxxxx6456353000,2026-03-05 19:19:44,0,
65717119-0128,xxxxx4478256000,2026-03-05 19:08:56,0,
65717119-0127,xxxxx4760415000,2026-03-05 19:08:56,0,
38586460-0135,xxxxx6313265000,2026-03-05 19:03:35,0,
37371712-0270,xxxxx3964683000,2026-03-05 18:53:17,0,
37371712-0265,xxxxx6777360000,2026-03-05 18:53:15,1,Изменил решение о покупке/Товар не подошёл
0116895804-0002,xxxxx7844554000,2026-03-05 18:36:04,0,
0116895804-0002,xxxxx7844555000,2026-03-05 18:36:04,0,
43033901-0106,xxxxx4716508000,2026-03-05 18:21:26,0,
51447277-0029,xxxxx9790863000,2026-03-05 18:17:05,0,
65733794-0305,xxxxx6729956000,2026-03-05 18:16:30,0,
65733794-0280,xxxxx0854644000,2026-03-05 18:16:30,0,
65733794-0280,xxxxx0854644000,2026-03-05 18:16:30,0,
52231380-0053,xxxxx0084093000,2026-03-05 18:15:36,0,
51731127-0203,xxxxx3427067000,2026-03-05 18:13:48,0,
51731127-0204,xxxxx0094776000,2026-03-05 18:13:48,0,
50803788-0126,xxxxx2044905000,2026-03-05 17:48:00,0,
50803788-0125,xxxxx5282439000,2026-03-05 17:48:00,0,
51972586-1214,xxxxx1988850000,2026-03-05 17:44:48,0,
51972586-1205,xxxxx5753529000,2026-03-05 17:44:46,0,
51972586-1205,xxxxx5753534000,2026-03-05 17:44:46,0,
51972586-1205,xxxxx5753533000,2026-03-05 17:44:46,0,
51972586-1203,xxxxx5210393000,2026-03-05 17:44:46,0,
51972586-1203,xxxxx5210388000,2026-03-05 17:44:46,0,
51972586-1203,xxxxx5210390000,2026-03-05 17:44:46,0,
51972586-1215,xxxxx1779606000,2026-03-05 17:44:46,0,
51972586-1206,xxxxx1227472000,2026-03-05 17:44:46,0,
0128923930-0081,xxxxx5514129000,2026-03-05 17:38:34,0,
78058100-0124,xxxxx1888979000,2026-03-05 17:33:19,0,
78058100-0123,xxxxx6979461000,2026-03-05 17:33:19,0,
78058100-0123,xxxxx6980619000,2026-03-05 17:33:19,0,
78058100-0129,xxxxx8817917000,2026-03-05 17:33:19,1,Изменил решение о покупке/Товар не подошёл
75318903-0279,xxxxx8527913000,2026-03-05 17:22:18,0,
75318903-0281,xxxxx1990350000,2026-03-05 17:22:18,0,
75318903-0281,xxxxx1990349000,2026-03-05 17:22:18,0,
44759915-0181,xxxxx1689722000,2026-03-05 17:16:11,0,
44759915-0183,xxxxx5865964000,2026-03-05 17:16:11,0,
44759915-0184,xxxxx0566009000,2026-03-05 17:16:11,0,
44759915-0180,xxxxx0968601000,2026-03-05 17:16:11,1,Изменил решение о покупке/Товар не подошёл
0163304184-0124,xxxxx7909933000,2026-03-05 16:53:26,0,
92584768-0059,xxxxx9078684000,2026-03-05 15:21:49,0,
32325417-0518,xxxxx9303217000,2026-03-05 15:16:01,0,
32325417-0518,xxxxx9303242000,2026-03-05 15:16:01,0,
32325417-0518,xxxxx9303242000,2026-03-05 15:16:01,0,
32325417-0518,xxxxx9303242000,2026-03-05 15:16:01,0,
50585552-0707,xxxxx8797427000,2026-03-05 15:08:32,0,
50585552-0705,xxxxx1931445000,2026-03-05 15:08:32,0,
50585552-0693,xxxxx3078644000,2026-03-05 15:08:31,0,
0104686189-0273,xxxxx5804002000,2026-03-05 15:08:26,0,
51924854-0029,xxxxx9985213000,2026-03-05 13:35:32,0,
51924854-0029,xxxxx9986288000,2026-03-05 13:35:32,0,
51924854-0029,xxxxx9985212000,2026-03-05 13:35:32,0,
0131478915-0064,xxxxx3464059000,2026-03-05 13:35:27,0,
50397350-0183,xxxxx0453054000,2026-03-05 13:31:02,1,Изменил решение о покупке/Товар не подошёл
50397350-0183,xxxxx0451225000,2026-03-05 13:31:02,1,Изменил решение о покупке/Товар не подошёл
50397350-0183,xxxxx0453055000,2026-03-05 13:31:02,1,Изменил решение о покупке/Товар не подошёл
50397350-0183,xxxxx0453056000,2026-03-05 13:31:02,1,Изменил решение о покупке/Товар не подошёл
50397350-0182,xxxxx8395215000,2026-03-05 13:31:02,0,
50397350-0182,xxxxx5369479000,2026-03-05 13:31:02,0,
50397350-0182,xxxxx5369474000,2026-03-05 13:31:02,0,
50397350-0183,xxxxx0451226000,2026-03-05 13:31:02,0,
50397350-0180,xxxxx1935086000,2026-03-05 13:31:02,1,Изменил решение о покупке/Товар не подошёл
50211064-0734,xxxxx4138868000,2026-03-05 13:16:33,0,
50211064-0734,xxxxx4139906000,2026-03-05 13:16:33,0,
50211064-0735,xxxxx7872505000,2026-03-05 13:16:33,0,
50211064-0732,xxxxx5275812000,2026-03-05 13:16:33,1,Изменил решение о покупке/Товар не подошёл
0118238803-0174,xxxxx5007870000,2026-03-05 12:55:34,0,
0118238803-0171,xxxxx2204165000,2026-03-05 12:55:34,0,
74035310-0206,xxxxx2455097000,2026-03-05 12:16:02,0,
31210898-0387,xxxxx9285397000,2026-03-05 12:13:20,0,
0127254159-0394,xxxxx6575970000,2026-03-05 11:30:15,0,
78116842-0253,xxxxx1692059000,2026-03-05 11:22:15,0,
59170355-0098,xxxxx2205918000,2026-03-05 10:43:36,0,
59170355-0099,xxxxx6323638000,2026-03-05 10:43:36,0,
74074288-1113,xxxxx2348686000,2026-03-04 21:41:27,0,
74074288-1104,xxxxx9476737000,2026-03-04 21:41:27,0,
74074288-1109,xxxxx0899172000,2026-03-04 21:41:27,0,
74074288-1112,xxxxx0909332000,2026-03-04 21:41:27,0,
74074288-1112,xxxxx0909983000,2026-03-04 21:41:27,0,
74074288-1112,xxxxx0909979000,2026-03-04 21:41:27,0,
74074288-1112,xxxxx0909978000,2026-03-04 21:41:27,0,
74074288-1124,xxxxx0574594000,2026-03-04 21:41:27,0,
74074288-1108,xxxxx6081312000,2026-03-04 21:41:27,0,
74074288-1117,xxxxx6286916000,2026-03-04 21:41:27,1,Изменил решение о покупке/Товар не подошёл
74074288-1120,xxxxx8231745000,2026-03-04 21:41:27,0,
74074288-1120,xxxxx8231741000,2026-03-04 21:41:27,0,
74074288-1120,xxxxx8232849000,2026-03-04 21:41:27,0,
74074288-1120,xxxxx8232851000,2026-03-04 21:41:27,0,
74074288-1120,xxxxx8232850000,2026-03-04 21:41:27,0,
74074288-1120,xxxxx8232846000,2026-03-04 21:41:27,0,
74074288-1121,xxxxx3752788000,2026-03-04 21:41:27,0,
74074288-1122,xxxxx6743326000,2026-03-04 21:41:27,0,
74074288-1122,xxxxx7999600000,2026-03-04 21:41:27,0,
74074288-1122,xxxxx7999596000,2026-03-04 21:41:27,0,
74074288-1126,xxxxx0972193000,2026-03-04 21:41:27,0,
94649943-0190,xxxxx7258202000,2026-03-04 20:41:20,0,
94649943-0190,xxxxx7258210000,2026-03-04 20:41:20,0,
94649943-0189,xxxxx3365806000,2026-03-04 20:41:20,0,
94649943-0187,xxxxx9752184000,2026-03-04 20:41:20,0,
94649943-0187,xxxxx3463446000,2026-03-04 20:41:20,0,
0163304184-0120,xxxxx2923448000,2026-03-04 20:41:06,0,
0163304184-0117,xxxxx4703626000,2026-03-04 20:41:06,0,
0163304184-0123,xxxxx2463114000,2026-03-04 20:41:06,0,
0174040321-0120,xxxxx0861698000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
0174040321-0120,xxxxx0859786000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
0174040321-0120,xxxxx0861675000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
0174040321-0120,xxxxx0859785000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
0174040321-0120,xxxxx0859784000,2026-03-04 20:18:04,0,
0174040321-0121,xxxxx0169307000,2026-03-04 20:18:04,0,
0174040321-0118,xxxxx9380684000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
0174040321-0116,xxxxx8410502000,2026-03-04 20:18:04,1,Изменил решение о покупке/Товар не подошёл
15092165-0043,xxxxx4953291000,2026-03-04 20:04:14,0,
15092165-0042,xxxxx5453389000,2026-03-04 20:04:14,0,
0139628338-0016,xxxxx0422834000,2026-03-04 19:58:23,0,
0139628338-0016,xxxxx8280351000,2026-03-04 19:58:23,0,
0139628338-0016,xxxxx8280353000,2026-03-04 19:58:23,0,
51727604-0407,xxxxx4465587000,2026-03-04 19:27:15,0,
31894499-0573,xxxxx2364049000,2026-03-04 18:32:47,0,
31894499-0573,xxxxx2363453000,2026-03-04 18:32:47,0,
31894499-0570,xxxxx3970345000,2026-03-04 18:32:47,0,
31894499-0571,xxxxx0060645000,2026-03-04 18:32:47,0,
71265880-0252,xxxxx9440302000,2026-03-04 18:24:01,0,
63119774-0206,xxxxx0581168000,2026-03-04 18:07:33,0,
63119774-0207,xxxxx7352443000,2026-03-04 18:07:33,0,
91895796-0166,xxxxx4597442000,2026-03-04 17:35:41,0,
0145014543-0166,xxxxx8703385000,2026-03-04 17:20:51,0,
0145014543-0165,xxxxx5600737000,2026-03-04 17:20:51,0,
57688971-0142,xxxxx3326343000,2026-03-04 17:19:43,0,
57688971-0144,xxxxx0235711000,2026-03-04 17:19:42,0,
57688971-0144,xxxxx4888276000,2026-03-04 17:19:42,0,
50585552-0684,xxxxx5141904000,2026-03-04 16:36:48,0,
50585552-0696,xxxxx4359303000,2026-03-04 16:36:48,0,
0104686189-0272,xxxxx0998481000,2026-03-04 16:36:40,0,
31210898-0380,xxxxx6724653000,2026-03-04 16:02:38,0,
31210898-0383,xxxxx1066707000,2026-03-04 16:02:38,0,
31210898-0384,xxxxx2287636000,2026-03-04 16:02:38,1,Изменил решение о покупке/Товар не подошёл
31210898-0385,xxxxx9026957000,2026-03-04 16:02:38,0,
88612933-0067,xxxxx2140670000,2026-03-04 15:56:36,0,
45474454-0362,xxxxx6673816000,2026-03-04 15:35:11,0,
0175462859-0030,xxxxx6212516000,2026-03-04 15:27:47,0,
0175462859-0029,xxxxx2238745000,2026-03-04 15:27:47,0,
41801015-0380,xxxxx2986457000,2026-03-04 15:08:45,0,
41801015-0385,xxxxx9025391000,2026-03-04 15:08:45,0,
41801015-0381,xxxxx1453036000,2026-03-04 15:08:45,0,
41801015-0381,xxxxx1453035000,2026-03-04 15:08:45,0,
46622633-0058,xxxxx8876639000,2026-03-04 14:31:38,0,
46622633-0060,xxxxx9210205000,2026-03-04 14:31:38,0,
46622633-0057,xxxxx4647173000,2026-03-04 14:31:38,0,
52636281-0159,xxxxx1540591000,2026-03-04 14:27:01,0,
14659927-0030,xxxxx1794305000,2026-03-04 14:20:22,0,
43033901-0106,xxxxx4716505000,2026-03-04 14:19:39,0,
43033901-0106,xxxxx4716507000,2026-03-04 14:19:39,0,
43033901-0103,xxxxx4250573000,2026-03-04 14:19:39,0,
55046831-0147,xxxxx6919067000,2026-03-04 14:13:45,0,
55046831-0150,xxxxx2974161000,2026-03-04 14:13:45,0,
55046831-0150,xxxxx2057033000,2026-03-04 14:13:45,0,
55046831-0150,xxxxx2974162000,2026-03-04 14:13:45,0,
84518444-0125,xxxxx9481855000,2026-03-04 13:54:36,0,
84518444-0124,xxxxx2438338000,2026-03-04 13:54:36,0,
92584768-0057,xxxxx1421617000,2026-03-04 13:38:33,0,
55659211-0016,xxxxx6477718000,2026-03-04 13:04:32,0,
55659211-0017,xxxxx3948336000,2026-03-04 13:04:32,0,
55659211-0015,xxxxx8261076000,2026-03-04 13:04:32,0,
66188280-0059,xxxxx1717997000,2026-03-04 12:55:07,0,
66188280-0049,xxxxx6688521000,2026-03-04 12:55:07,0,
66188280-0058,xxxxx5025387000,2026-03-04 12:55:07,0,
0131478915-0063,xxxxx9759385000,2026-03-04 12:43:09,0,
0131478915-0063,xxxxx7284589000,2026-03-04 12:43:09,0,
35614731-0060,xxxxx7786160000,2026-03-04 12:33:29,0,
35614731-0061,xxxxx7137115000,2026-03-04 12:33:29,0,
0118576091-0495,xxxxx7760626000,2026-03-04 12:32:49,0,
0118576091-0497,xxxxx3095219000,2026-03-04 12:32:48,0,
0169595910-0040,xxxxx8582061000,2026-03-04 12:24:26,0,
0169595910-0040,xxxxx8582069000,2026-03-04 12:24:26,0,
0179303928-0268,xxxxx5244501000,2026-03-04 12:19:29,0,
0179303928-0270,xxxxx7399705000,2026-03-04 12:19:29,0,
0179303928-0269,xxxxx1412967000,2026-03-04 12:19:29,0,
16190022-0493,xxxxx9173707000,2026-03-04 11:30:13,0,
16190022-0494,xxxxx5905314000,2026-03-04 11:30:13,0,
16190022-0501,xxxxx0590492000,2026-03-04 11:30:13,0,
16190022-0496,xxxxx3177801000,2026-03-04 11:30:13,0,
16190022-0495,xxxxx9606082000,2026-03-04 11:30:13,0,
16190022-0498,xxxxx2653277000,2026-03-04 11:30:13,0,
16190022-0498,xxxxx2647344000,2026-03-04 11:30:13,0,
16190022-0498,xxxxx2653288000,2026-03-04 11:30:13,0,
16190022-0498,xxxxx2647345000,2026-03-04 11:30:13,0,
50585552-0699,xxxxx2490039000,2026-03-03 19:31:10,0,
63940773-0055,xxxxx7459214000,2026-03-03 19:13:59,0,
63940773-0061,xxxxx2569316000,2026-03-03 19:13:59,0,
51727604-0400,xxxxx2138029000,2026-03-03 19:06:15,0,
51727604-0401,xxxxx7240756000,2026-03-03 19:06:15,0,
51727604-0406,xxxxx3805704000,2026-03-03 19:06:15,0,
51727604-0405,xxxxx6292036000,2026-03-03 19:06:14,1,Изменил решение о покупке/Товар не подошёл
51727604-0403,xxxxx0196600000,2026-03-03 19:06:14,1,Изменил решение о покупке/Товар не подошёл
51727604-0402,xxxxx8442570000,2026-03-03 19:06:14,1,Нет части товаров из комплекта/набора
96666883-0186,xxxxx6141095000,2026-03-03 18:53:37,0,
37371712-0263,xxxxx4891532000,2026-03-03 18:53:07,0,
37371712-0265,xxxxx6777368000,2026-03-03 18:53:06,1,Изменил решение о покупке/Товар не подошёл
0241204753-0009,xxxxx9900120000,2026-03-03 18:33:14,0,
0241204753-0007,xxxxx4511545000,2026-03-03 18:33:14,0,
0189178679-0129,xxxxx7377622000,2026-03-03 18:06:29,0,
0189178679-0104,xxxxx0807117000,2026-03-03 18:05:25,0,
51545990-0368,xxxxx4046202000,2026-03-03 17:56:49,0,
51545990-0366,xxxxx2602583000,2026-03-03 17:56:49,0,
51545990-0369,xxxxx0813872000,2026-03-03 17:56:49,0,
50803788-0122,xxxxx8708414000,2026-03-03 17:51:34,0,
50803788-0122,xxxxx8708413000,2026-03-03 17:51:34,0,
85094710-0026,xxxxx4101510000,2026-03-03 17:44:09,0,
0130484708-0236,xxxxx2070581000,2026-03-03 17:22:31,0,
41282477-0060,xxxxx6971415000,2026-03-03 16:14:50,0,
41282477-0061,xxxxx5536967000,2026-03-03 16:14:50,0,
0114123152-0322,xxxxx8082603000,2026-03-03 16:04:29,0,
0114123152-0322,xxxxx8082605000,2026-03-03 16:04:29,0,
0114123152-0318,xxxxx7395274000,2026-03-03 16:04:29,0,
0114123152-0321,xxxxx8706942000,2026-03-03 16:04:29,0,
0114123152-0320,xxxxx9631560000,2026-03-03 16:04:29,0,
0114123152-0320,xxxxx9631548000,2026-03-03 16:04:29,0,
0114123152-0320,xxxxx9631559000,2026-03-03 16:04:29,0,
0114123152-0319,xxxxx4441493000,2026-03-03 16:04:29,0,
0114123152-0323,xxxxx6227657000,2026-03-03 16:04:29,0,
0114123152-0322,xxxxx8082600000,2026-03-03 16:04:29,0,
0139414612-0014,xxxxx5064541000,2026-03-03 15:48:16,0,
71265880-0248,xxxxx2056588000,2026-03-03 15:44:18,0,
0178272651-0064,xxxxx6854934000,2026-03-03 15:35:54,0,
0118238803-0172,xxxxx3655165000,2026-03-03 14:24:04,0,
78058100-0117,xxxxx7244150000,2026-03-03 14:23:30,0,
78058100-0117,xxxxx7244147000,2026-03-03 14:23:30,0,
78058100-0121,xxxxx5009496000,2026-03-03 14:23:30,0,
78058100-0122,xxxxx5225277000,2026-03-03 14:23:29,0,
0182770667-0106,xxxxx1574734000,2026-03-03 13:15:04,0,
0182770667-0101,xxxxx9220451000,2026-03-03 13:15:03,0,
51972586-1212,xxxxx4060439000,2026-03-03 12:59:03,0,
51972586-1212,xxxxx4060440000,2026-03-03 12:59:03,0,
51972586-1212,xxxxx4058845000,2026-03-03 12:59:03,0,
51972586-1211,xxxxx0880249000,2026-03-03 12:29:12,0,
51972586-1212,xxxxx4060438000,2026-03-03 12:29:12,0,
88612933-0068,xxxxx7536691000,2026-03-03 12:02:46,0,
42791284-0194,xxxxx9297567000,2026-03-03 11:47:03,0,
42791284-0194,xxxxx9297573000,2026-03-03 11:47:03,0,
42791284-0194,xxxxx9297572000,2026-03-03 11:47:03,0,
42791284-0194,xxxxx9297565000,2026-03-03 11:47:03,0,
42791284-0192,xxxxx2557947000,2026-03-03 11:47:03,0,
42791284-0198,xxxxx7237582000,2026-03-03 11:47:03,0,
42791284-0197,xxxxx1916966000,2026-03-03 11:47:03,0,
42791284-0193,xxxxx1568328000,2026-03-03 11:47:03,0,
42791284-0193,xxxxx1568335000,2026-03-03 11:47:03,0,
42791284-0196,xxxxx6083496000,2026-03-03 11:47:03,1,Нет части товаров из комплекта/набора
42791284-0195,xxxxx0944604000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0942338000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944576000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944590000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944589000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944606000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944591000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944602000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944612000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944587000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944605000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944586000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944603000,2026-03-03 11:47:03,0,
42791284-0195,xxxxx0944577000,2026-03-03 11:47:03,0,
15688129-0339,xxxxx6456352000,2026-03-02 20:13:29,0,
58146620-0276,xxxxx9113927000,2026-03-02 19:53:25,1,Изменил решение о покупке/Товар не подошёл
58146620-0279,xxxxx6450428000,2026-03-02 19:53:25,0,
50934074-0055,xxxxx3112998000,2026-03-02 19:41:53,0,
51972586-1205,xxxxx5753528000,2026-03-02 19:41:24,0,
51972586-1205,xxxxx5753532000,2026-03-02 19:41:24,0,
51972586-1207,xxxxx6024230000,2026-03-02 19:41:24,0,
51972586-1207,xxxxx6025663000,2026-03-02 19:41:24,0,
51972586-1203,xxxxx5210389000,2026-03-02 19:41:24,0,
51972586-1202,xxxxx4762889000,2026-03-02 19:41:24,0,
51972586-1202,xxxxx4762888000,2026-03-02 19:41:24,0,
51972586-1202,xxxxx4762890000,2026-03-02 19:41:24,0,
51972586-1202,xxxxx4762891000,2026-03-02 19:41:24,0,
51972586-1200,xxxxx5380494000,2026-03-02 19:41:24,0,
51972586-1206,xxxxx1227478000,2026-03-02 19:41:24,0,
50585552-0698,xxxxx0586836000,2026-03-02 19:32:54,0,
52636281-0159,xxxxx2832905000,2026-03-02 19:24:15,0,
52636281-0159,xxxxx1540608000,2026-03-02 19:24:15,0,
52636281-0160,xxxxx8193904000,2026-03-02 19:24:15,0,
37371712-0264,xxxxx0696063000,2026-03-02 19:20:05,0,
0126845061-0029,xxxxx8913589000,2026-03-02 19:12:37,0,
51601267-0102,xxxxx3982511000,2026-03-02 19:07:37,0,
63940773-0057,xxxxx7183545000,2026-03-02 18:50:59,0,
63940773-0058,xxxxx3154496000,2026-03-02 18:50:59,0,
46631815-0936,xxxxx8069597000,2026-03-02 18:49:17,0,
46631815-0938,xxxxx6751004000,2026-03-02 18:49:17,0,
0169595910-0038,xxxxx9145378000,2026-03-02 18:34:51,0,
0169231549-0134,xxxxx4658319000,2026-03-02 18:26:25,0,
0169231549-0140,xxxxx0601005000,2026-03-02 18:26:25,0,
76160766-0983,xxxxx0719437000,2026-03-02 18:00:33,0,
62457611-0371,xxxxx9728541000,2026-03-02 17:51:47,0,
62457611-0370,xxxxx7710754000,2026-03-02 17:50:11,1,Изменил решение о покупке/Товар не подошёл
62457611-0370,xxxxx7715115000,2026-03-02 17:50:11,1,Изменил решение о покупке/Товар не подошёл
62457611-0370,xxxxx7710685000,2026-03-02 17:50:11,1,Изменил решение о покупке/Товар не подошёл
62457611-0370,xxxxx7710782000,2026-03-02 17:50:11,1,Изменил решение о покупке/Товар не подошёл
62457611-0370,xxxxx7710741000,2026-03-02 17:50:11,1,Изменил решение о покупке/Товар не подошёл
62457611-0370,xxxxx7710803000,2026-03-02 17:50:11,0,
62457611-0370,xxxxx7710740000,2026-03-02 17:50:11,0,
62457611-0367,xxxxx0940096000,2026-03-02 17:50:11,0,
13625384-0200,xxxxx1886835000,2026-03-02 17:46:57,0,
96336959-0079,xxxxx6862410000,2026-03-02 17:46:22,0,
75318903-0277,xxxxx8421062000,2026-03-02 17:45:02,0,
75318903-0278,xxxxx2305093000,2026-03-02 17:43:58,0,
75318903-0279,xxxxx8527907000,2026-03-02 17:43:58,0,
75318903-0279,xxxxx8529346000,2026-03-02 17:43:58,0,
75318903-0279,xxxxx8527914000,2026-03-02 17:43:58,0,
75318903-0279,xxxxx8527915000,2026-03-02 17:43:58,0,
75318903-0270,xxxxx4099910000,2026-03-02 17:43:58,0,
49651061-0139,xxxxx9447350000,2026-03-02 17:27:23,0,
49651061-0136,xxxxx0425253000,2026-03-02 17:27:23,0,
49651061-0120,xxxxx3470967000,2026-03-02 17:27:23,0,
03191621-0462,xxxxx2287873000,2026-03-02 17:07:59,0,
03191621-0468,xxxxx0618404000,2026-03-02 17:07:58,0,
0199112756-0005,xxxxx0890141000,2026-03-02 16:49:51,0,
85094710-0025,xxxxx5165661000,2026-03-02 16:42:04,0,
64814703-0446,xxxxx1448877000,2026-03-02 16:40:26,0,
64814703-0446,xxxxx1448878000,2026-03-02 16:40:26,0,
98510198-0051,xxxxx0078336000,2026-03-02 15:54:02,1,Привезли другой товар
98510198-0051,xxxxx0078370000,2026-03-02 15:54:02,0,
98510198-0051,xxxxx6126031000,2026-03-02 15:54:02,0,
98510198-0049,xxxxx8674262000,2026-03-02 15:54:02,0,
98510198-0049,xxxxx8674260000,2026-03-02 15:54:02,0,
0131478915-0063,xxxxx9759384000,2026-03-02 15:48:02,0,
0131478915-0062,xxxxx9649044000,2026-03-02 15:48:02,0,
0131478915-0058,xxxxx8090510000,2026-03-02 15:48:02,0,
0131478915-0061,xxxxx8959511000,2026-03-02 15:48:02,0,
0123559383-0006,xxxxx6383623000,2026-03-02 14:31:49,0,
0138811255-0126,xxxxx2479344000,2026-03-02 14:08:23,0,
0138811255-0124,xxxxx3005794000,2026-03-02 14:08:23,0,
0138811255-0124,xxxxx3007181000,2026-03-02 14:08:23,0,
0138811255-0124,xxxxx3005795000,2026-03-02 14:08:23,0,
0132709000-0096,xxxxx4591396000,2026-03-02 13:47:40,0,
0132709000-0093,xxxxx4189703000,2026-03-02 13:47:40,0,
0132709000-0091,xxxxx1330447000,2026-03-02 13:47:40,0,
0132709000-0082,xxxxx3563209000,2026-03-02 13:47:40,0,
0132709000-0094,xxxxx5314473000,2026-03-02 13:47:40,0,
0132709000-0099,xxxxx1653471000,2026-03-02 13:47:06,0,
0132709000-0066,xxxxx9431742000,2026-03-02 13:47:06,0,
66188280-0048,xxxxx1734685000,2026-03-02 13:22:24,0,
66188280-0035,xxxxx8834863000,2026-03-02 13:22:24,0,
66188280-0035,xxxxx1113890000,2026-03-02 13:22:24,0,
50397350-0179,xxxxx8627338000,2026-03-02 13:15:39,0,
35609085-0076,xxxxx1447698000,2026-03-02 13:03:39,0,
35609085-0077,xxxxx4502192000,2026-03-02 13:03:39,1,Изменил решение о покупке/Товар не подошёл
0139628338-0014,xxxxx6520307000,2026-03-02 13:02:44,1,Отказ клиента при передаче
0139628338-0015,xxxxx4608443000,2026-03-02 13:02:44,0,
47187045-0303,xxxxx0600793000,2026-03-02 12:49:51,0,
47187045-0306,xxxxx7832318000,2026-03-02 12:49:03,0,
47187045-0305,xxxxx9773390000,2026-03-02 12:49:03,0,
50211064-0732,xxxxx5275813000,2026-03-02 12:27:40,0,
61460233-0145,xxxxx3756000000,2026-03-02 12:27:25,0,
0132568754-0085,xxxxx6088591000,2026-03-02 12:02:52,0,
0132568754-0084,xxxxx3989768000,2026-03-02 12:02:52,0,
0132568754-0083,xxxxx9501367000,2026-03-02 12:02:52,0,
0132568754-0087,xxxxx1598166000,2026-03-02 12:02:52,0,
91310989-0061,xxxxx6920058000,2026-03-02 11:54:39,0,
91310989-0061,xxxxx6923586000,2026-03-02 11:54:39,0,
59170355-0094,xxxxx8676386000,2026-03-02 11:32:34,0,
59170355-0094,xxxxx8676024000,2026-03-02 11:32:34,0,
59170355-0095,xxxxx2481156000,2026-03-02 11:32:34,0,
0137130693-0043,xxxxx9971566000,2026-03-02 10:05:27,0,
50397350-0176,xxxxx7449594000,2026-03-02 09:27:52,0,
50397350-0176,xxxxx8267836000,2026-03-02 09:27:52,0,
50397350-0177,xxxxx7663540000,2026-03-02 09:27:52,0,
50397350-0177,xxxxx7663539000,2026-03-02 09:27:52,0,
99510514-0174,xxxxx2234835000,2026-03-01 20:40:09,0,
99510514-0176,xxxxx5220020000,2026-03-01 20:38:01,0,
44759915-0179,xxxxx6871981000,2026-03-01 19:34:48,1,Изменил решение о покупке/Товар не подошёл
44759915-0182,xxxxx8450568000,2026-03-01 19:34:48,0,
44759915-0172,xxxxx8256737000,2026-03-01 19:34:48,0,
44759915-0177,xxxxx1391332000,2026-03-01 19:34:48,0,
44759915-0179,xxxxx6869254000,2026-03-01 19:34:48,0,
44759915-0174,xxxxx8301786000,2026-03-01 19:34:48,0,
44759915-0176,xxxxx9010721000,2026-03-01 19:34:48,0,
